group_code,group_label,index,doy_bin_label,doy_bin_center,n_dates,support_pixels_total,env_q_low,env_q_med,env_q_high,curve_min,curve_med,curve_max,median_of_date_q10,median_of_date_q90,min_of_date_min,max_of_date_max
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,061-090,76,2,40150,0.1753457799553871,0.19431305676698685,0.21328033357858658,0.17060396075248718,0.19431305676698685,0.2180221527814865,-0.02218740154057741,0.4511188864707947,-0.3709102272987366,0.8209838271141052
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,091-120,106,2,41759,0.07286043167114258,0.10666167736053467,0.14046292304992675,0.06441012024879456,0.10666167736053467,0.14891323447227478,-0.05937282182276249,0.30196331441402435,-0.34776583313941956,0.789384663105011
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,121-150,136,5,103611,0.032184623181819916,0.12921054661273956,0.23640960454940796,0.032184623181819916,0.12921054661273956,0.2985936403274536,-0.007189446594566107,0.25873246788978577,-0.357120543718338,0.472027063369751
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,151-180,166,2,22839,0.37860403060913084,0.39141225814819336,0.4042204856872559,0.37540197372436523,0.39141225814819336,0.4074225425720215,0.2912946343421936,0.44228214025497437,-0.09426812082529068,0.533155620098114
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,181-210,196,7,135669,0.3360270321369171,0.3594568073749542,0.3799432933330536,0.3333108127117157,0.3594568073749542,0.38045382499694824,0.2434358447790146,0.4243525266647339,-0.34090909361839294,0.6722626090049744
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,211-240,226,9,189763,0.33711872696876527,0.3580547571182251,0.3723887920379639,0.32790592312812805,0.3580547571182251,0.3766343593597412,0.24925896525382996,0.424615740776062,-0.23943662643432617,0.5997655987739563
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,241-270,256,2,42428,0.3116336166858673,0.3304953873157501,0.34935715794563293,0.3069181740283966,0.3304953873157501,0.35407260060310364,0.21021561324596405,0.4098448157310486,-0.2836286127567291,0.5930511951446533
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,271-300,286,10,204967,0.11474394053220749,0.32237134873867035,0.36254575848579407,0.11310940235853195,0.32237134873867035,0.3825172185897827,0.16826798021793365,0.4175167828798294,-0.5538819432258606,0.6688243746757507
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,301-330,316,7,121399,0.13606871366500856,0.16877086460590363,0.22089824974536898,0.12279020994901657,0.16877086460590363,0.25149857997894287,-0.03501174971461296,0.3455849885940552,-0.5392343401908875,0.7490227222442627
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,331-360,346,2,24079,0.21192972511053085,0.2173667475581169,0.22280377000570298,0.21057046949863434,0.2173667475581169,0.2241630256175995,0.004354799399152398,0.421785905957222,-0.4450731575489044,0.76197350025177
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,361-365,363,2,22607,0.3699160009622574,0.3801090270280838,0.3903020530939102,0.3673677444458008,0.3801090270280838,0.3928503096103668,0.14766821637749672,0.5734986960887909,-0.2549113929271698,0.7946358919143677
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,001-030,16,4,36467,0.3067484647035599,0.31418491899967194,0.3693172872066498,0.3050839304924011,0.31418491899967194,0.39142292737960815,0.1673000529408455,0.4278729408979416,-0.40689656138420105,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,031-060,46,3,34668,0.26805172562599183,0.2706435024738312,0.44408186078071593,0.267403781414032,0.2706435024738312,0.48744145035743713,0.13034896552562714,0.3962571322917938,-0.05842391401529312,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,061-090,76,2,40150,0.40191246271133424,0.42133432626724243,0.4407561898231506,0.3970569968223572,0.42133432626724243,0.4456116557121277,0.24675346910953522,0.5451967418193817,0.030953075736761093,0.6734193563461304
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,091-120,106,2,41759,0.40355381071567537,0.40371640026569366,0.40387898981571196,0.4035131633281708,0.40371640026569366,0.40391963720321655,0.28475359082221985,0.5079326629638672,0.02396303415298462,0.6369118690490723
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,121-150,136,5,103611,0.4018559753894806,0.4117647111415863,0.4667379319667816,0.4018559753894806,0.4117647111415863,0.48209765553474426,0.34205886721611023,0.48733624815940857,0.11424168944358826,0.6416817307472229
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,151-180,166,2,22839,0.648213142156601,0.6632818877696991,0.6783506333827972,0.6444459557533264,0.6632818877696991,0.6821178197860718,0.5905197262763977,0.7049418389797211,0.33682262897491455,0.75173020362854
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,181-210,196,7,135669,0.6366295695304871,0.6782204508781433,0.6898279905319213,0.6079920530319214,0.6782204508781433,0.7046108245849609,0.6021723747253418,0.7155258655548096,-0.037940897047519684,0.773056149482727
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,211-240,226,9,189763,0.6217800617218018,0.674870491027832,0.7072954297065734,0.6146142482757568,0.674870491027832,0.7084408402442932,0.6098029017448425,0.7168850302696228,0.2568357586860657,0.7997570633888245
